npanxx	state	rate_center	ocn	line_class
534203	WI	RIVERFALLS	225C	V
534204	WI	EAU CLAIRE	490J	W
534205	WI	EAU CLAIRE	227F	V
534206	WI	BAY CITY	5489	V
534207	WI	FOX CREEK	6534	W
534208	WI	RICE LAKE	6534	W
534209	WI	SPRINGLAKE	5489	V
534210	WI	RIVERFALLS	732J	V
534211	WI	XXXXXXXXXX	MULT	L
534212	WI	EAU CLAIRE	321J	L
534213	WI	ELEVA	490J	W
534214	WI	RICE LAKE	6534	W
534215	WI	SOMERSET	490J	W
534216	WI	RHINELANDR	6534	W
534217	WI	MERRILLAN	225C	V
534218	WI	RICE LAKE	6534	W
534219	WI	CANTON	5489	V
534220	WI	CHIPPEWFLS	516C	L
534221	WI	RHINELANDR	6534	W
534222	WI	AMHERST	965H	L
534223	WI	RICE LAKE	6534	W
534224	WI	BIRCHWOOD	225C	V
534225	WI	RHINELANDR	6534	W
534226	WI	RICE LAKE	6534	W
534227	WI	COLBY	516J	L
534228	WI	RHINELANDR	6534	W
534229	WI	LONG LAKE	5489	V
534230	WI	RHINELANDR	6534	W
534231	WI	STEVENS PT	225C	V
534232	WI	WAUSAU	225C	V
534233	WI	LADYSMITH	624H	V
534234	WI	AUBURNDALE	965H	L
534235	WI	CLINTONVL	6529	W
534236	WI	BLCKRIVFLS	6701	L
534237	WI	RHINELANDR	6534	W
534238	WI	DRUMMOND	5489	V
534239	WI	GRANDVIEW	5489	V
534240	WI	MENOMONIE	478J	V
534241	WI	RHINELANDR	6534	W
534242	WI	RHINELANDR	6534	W
534243	WI	HUDSON	225C	V
534244	WI	RHINELANDR	225C	V
534245	WI	SHAWANO	6508	W
534246	WI	WAUSAU	6534	W
534247	WI	SUPERIOR	458L	L
534248	WI	RIVERFALLS	5489	V
534249	WI	MERRILL	6508	W
534250	WI	RHINELANDR	6534	W
534251	WI	RHINELANDR	6534	W
534252	WI	CABLE	5489	V
534253	WI	MARSHFIELD	516J	L
534254	WI	WAUPACA	516J	L
534255	WI	ARKANSAW	5489	V
534256	WI	EAU GALLE	5489	V
534257	WI	RHINELANDR	6534	W
534258	WI	RHINELANDR	6534	W
534259	WI	BENOIT	5489	V
534263	WI	MILL CREEK	516J	L
534277	WI	STEVENS PT	225C	V
534300	WI	DORCHESTER	965H	L
534311	WI	XXXXXXXXXX	MULT	L
534313	WI	LA POINTE	5489	V
534321	WI	NEW AUBURN	5489	V
534322	WI	CORNUCOPIA	5489	V
534331	WI	IRON RIVER	5489	V
534333	WI	CHILI	965H	L
534344	WI	WHITEHALL	225C	V
534345	WI	ELDERON	965H	L
534349	WI	ELK LAKE	5562	W
534356	WI	WAUSAU	965H	L
534363	WI	GRANTON	516J	L
534400	WI	WAUPACA	225C	V
534411	WI	XXXXXXXXXX	MULT	L
534421	WI	MARENGO	5489	V
534429	WI	WAUPACA	7216	V
534438	WI	BARNES	5489	V
534444	WI	EAU CLAIRE	225C	V
534465	WI	EAU CLAIRE	883K	L
534500	WI	MARATHON	965H	L
534504	WI	EAU CLAIRE	939H	V
534511	WI	XXXXXXXXXX	MULT	L
534530	WI	EAU CLAIRE	616J	L
534534	WI	WEBSTER	225C	V
534535	WI	JUNCTIONCY	225C	V
534544	WI	HUDSON	225C	V
534555	WI	DIR ASST	MULT	L
534600	WI	THREELAKES	965H	L
534611	WI	XXXXXXXXXX	MULT	L
534626	WI	WAUSAU	516J	L
534636	WI			L
534666	WI	GREENWOOD	965H	L
534700	WI			L
534711	WI	XXXXXXXXXX	MULT	L
534758	WI	SCANDINVIA	965H	L
534768	WI	AMBERG	516J	L
534777	WI	VESPER	965H	L
534787	WI	MATTOON	516J	L
534794	WI	MOSINEE	516J	L
534800	WI	LAKEWOOD	965H	L
534811	WI	XXXXXXXXXX	MULT	L
534837	WI	CRANDON	516J	L
534888	WI	WAUPACA	145J	L
534900	WI	PICKEREL	965H	L
534901	WI	WAUSAU	624H	V
534911	WI	XXXXXXXXXX	MULT	L
534950	WI			L
534958	WI			L
534959	WI			L
534976	WI	XXXXXXXXXX	MULT	L
534999	WI	STETSONVL	965H	L
539200	OK	BARNSDALL	1165	L
539201	OK	KIOWA	1965	L
539202	OK	TULSA	409F	V
539203	OK	STROUD	1165	L
539204	OK	BRISTOW	7258	L
539205	OK	SPAVINAW	5257	V
539206	OK	LOCUST GRV	5257	V
539207	OK	CHELSEA	530C	V
539208	OK	OWASSO	508J	L
539209	OK	WAGONER	1165	L
539210	OK	PRYOR	073H	V
539211	OK	XXXXXXXXXX	MULT	L
539212	OK	PAWHUSKA	530C	V
539213	OK	CAMERON	508J	L
539214	OK	FAIRFAX	1165	L
539215	OK	TULSA	508J	L
539216	OK	CHECOTAH	6529	W
539217	OK	SAND SPG	318J	V
539218	OK	MUSKOGEE	7258	L
539219	OK	STRANG	5257	V
539220	OK	HEAVENER	508J	L
539221	OK	HASKELL	1165	L
539222	OK	TULSA	073H	V
539223	OK	STIGLER	809H	L
539224	OK	WMAYSVILLE	409F	V
539225	OK	GORE	5257	V
539226	OK	CHECOTAH	809H	L
539227	OK	KINTA	5257	V
539228	OK	GROVE	425J	W
539229	OK	ARPELAR	5257	V
539230	OK	SALLISAW	6529	W
539231	OK	DEWEY	6529	W
539232	OK	WILBURTON	508J	L
539233	OK	TULSA	409F	V
539234	OK	TAHLEQUAH	318J	V
539235	OK	TULSA	114J	L
539236	OK	INOLA	530C	V
539237	OK	STIGLER	6272	W
539238	OK	BRISTOW	6534	W
539239	OK	MUSKOGEE	6529	W
539240	OK	TULSA	495J	L
539241	OK	CHOUTEAU	5257	V
539242	OK	TULSA	515J	L
539243	OK	WATTS	409F	V
539244	OK	OKMULGEE	409F	V
539245	OK	POCOLA	318J	V
539246	OK	TAHLEQUAH	6529	W
539247	OK	SHIDLER	965H	L
539248	OK	BARNSDALL	409F	V
539249	OK	SALLISAW	073H	V
539250	OK	BROKENARRW	6529	W
539251	OK	PRYOR	6529	W
539252	OK	BROKENARRW	409F	V
539253	OK	QUAPAW	409F	V
539254	OK	SPIRO	409F	V
539255	OK	PICHER	409F	V
539256	OK	ALBION	6534	W
539257	OK	CLEVELAND	119F	V
539258	OK	BUFFALOVLY	6534	W
539259	OK	NASHOBA	6534	W
539260	OK	BROKENARRW	6529	W
539261	OK	SOCOFFEYVL	119F	V
539262	OK	MUSKOGEE	495J	L
539263	OK	HENRYETTA	119F	V
539264	OK	KIEFER	119F	V
539265	OK	SAPULPA	119F	V
539266	OK	SALLISAW	5813	W
539267	OK	CHELSEA	409F	V
539268	OK	SKIATOOK	809H	L
539269	OK	EUFAULA	6529	W
539270	OK	ENTERPRISE	5257	V
539271	OK	TULSA	490J	W
539272	OK	OILTON	119F	V
539273	OK	MUSKOGEE	732J	V
539274	OK	LONGTOWN	5257	V
539275	OK	OKEMAH	119F	V
539276	OK	CEDARS	490J	W
539277	OK	COWETA	119F	V
539278	OK	EUFAULA	119F	V
539279	OK	AVANT	119F	V
539280	OK	HOMINY	119F	V
539281	OK	BROKENARRW	6529	W
539282	OK	OWASSO	119F	V
539283	OK	TULSA	829J	L
539284	OK	CHECOTAH	119F	V
539285	OK	KEOTA	5257	V
539286	OK	OKMULGEE	6529	W
539287	OK	YALE	516C	L
539288	OK	MCCURTAIN	5257	V
539289	OK	DRUMRIGHT	809H	L
539290	OK	WUNIONTOWN	409F	V
539291	OK	BUFFALOVLY	6534	W
539292	OK	TULSA	073H	V
539293	OK	CUSHING	490J	W
539294	OK	PAWNEE	409F	V
539295	OK	TAHLEQUAH	119F	V
539296	OK	BROKENARRW	939H	V
539297	OK	TAHLEQUAH	409F	V
539298	OK	SAND SPG	409F	V
539299	OK	OKEMAH	508J	L
539300	OK	WESTVILLE	965H	L
539301	OK	OWASSO	409F	V
539302	OK	TULSA	409F	V
539304	OK	GROVE	6534	W
539305	OK	KETCHUM	508J	L
539306	OK	MCALESTER	409F	V
539307	OK	OKMULGEE	6529	W
539308	OK	FAIRFAX	318J	V
539309	OK	SAPULPA	939H	V
539310	OK	WILBURTON	6534	W
539311	OK	XXXXXXXXXX	MULT	L
539312	OK	COLCORD	624H	V
539313	OK	TULSA	5257	V
539314	OK	TULSA	6534	W
539315	OK	PRYOR	624H	V
539316	OK	MCALESTER	6529	W
539317	OK	TULSA	6272	W
539318	OK	TULSA	6272	W
539319	OK	TULSA	6272	W
539320	OK	TULSA	6272	W
539321	OK	MORRIS	1165	L
539322	OK	TULSA	475J	L
539323	OK	VINITA	945H	L
539324	OK	TULSA	6272	W
539325	OK	TULSA	809H	L
539326	OK	MIAMI	409F	V
539327	OK	TULSA	6272	W
539328	OK	COLCORD	5257	V
539329	OK	TULSA	6272	W
539330	OK	TULSA	6272	W
539331	OK	QUINTON	5257	V
539332	OK	TULSA	6272	W
539333	OK	AFTON	073H	V
539334	OK	TULSA	6272	W
539335	OK	TULSA	6272	W
539336	OK	CEDARCREST	965H	L
539337	OK	RAMONA	5257	V
539338	OK	TULSA	6272	W
539339	OK	KEEFETON	5257	V
539340	OK	TULSA	6272	W
539341	OK	TULSA	6272	W
539342	OK	TULSA	6272	W
539343	OK	TULSA	6272	W
539344	OK	TULSA	6272	W
539345	OK	GROVE	073H	V
539346	OK	DAVENPORT	965H	L
539347	OK	TULSA	6272	W
539348	OK	SO CHETOPA	965H	L
539349	OK	TULSA	6272	W
539350	OK	TULSA	6534	W
539351	OK	CLAYTON	6534	W
539352	OK	MOFFETT	318J	V
539353	OK	WAGONER	624H	V
539354	OK	BRISTOW	409F	V
539355	OK	TAHLEQUAH	318J	V
539356	OK	HITCHITA	965H	L
539357	OK	BARTLESVL	516J	L
539358	OK	PEGGS	5257	V
539359	OK	NOWATA	409F	V
539363	OK	MOFFETT	6529	W
539367	OK	BROKENARRW	318J	V
539368	OK	BARTLESVL	6272	W
539369	OK	TULSA	6534	W
539370	OK	TULSA	700J	L
539371	OK	DISNEY	5257	V
539372	OK	CLAREMORE	829J	L
539379	OK	COLLINSVL	409F	V
539386	OK	RIPLEY	965H	L
539388	OK	BARTLESVL	6529	W
539390	OK	MULDROW	409F	V
539398	OK	WARNER	5257	V
539399	OK	TULSA	622J	L
539411	OK	XXXXXXXXXX	MULT	L
539414	OK	PORUM	5257	V
539424	OK	TULSA	409F	V
539426	OK	PRYOR	516J	L
539430	OK	TULSA	197D	V
539432	OK	BRISTOW	965H	L
539444	OK	TULSA	409F	V
539449	OK	PORTER	119F	V
539465	OK	AFTON	965H	L
539476	OK	TULSA	516J	L
539489	OK	SNUGHARBOR	5257	V
539500	OK	KIEFER	409F	V
539511	OK	XXXXXXXXXX	MULT	L
539525	OK	TULSA	318J	V
539527	OK	SAND SPG	516J	L
539529	OK	BARTLESVL	965H	L
539532	OK	WYANDOTTE	624H	V
539533	OK	WARDVILLE	624H	V
539538	OK	ASHLAND	119F	V
539542	OK	JENNINGS	965H	L
539546	OK	BURBANK	516J	L
539549	OK	TULSA	321J	L
539555	OK	DIR ASST	MULT	L
539567	OK	SAPULPA	965H	L
539573	OK	TULSA	9533	L
539577	OK	MIAMI	965H	L
539585	OK	AVANT	5257	V
539587	OK	POCOLA	824J	L
539589	OK	SKIATOOK	508J	L
539593	OK	TULSA	409F	V
539599	OK	WATTS	622J	L
539600	OK	HENRYETTA	409F	V
539609	OK	BARTLESVL	6529	W
539611	OK	XXXXXXXXXX	MULT	L
539622	OK	BOYNTON	119F	V
539629	OK	TULSA	6529	W
539635	OK	SAVANNA	119F	V
539636	OK	WEBBERSFLS	5257	V
539664	OK	TULSA	318J	V
539666	OK	TULSA	409F	V
539667	OK	OKMULGEE	965H	L
539700	OK			L
539711	OK	XXXXXXXXXX	MULT	L
539724	OK	MANNFORD	965H	L
539732	OK	OCHELATA	965H	L
539737	OK	WILBURTON	516J	L
539758	OK	DEPEW	965H	L
539766	OK	BROKENARRW	965H	L
539777	OK	TULSA	5813	W
539785	OK	WISTER	508J	L
539786	OK	PRUE	965H	L
539789	OK	FORTGIBSON	965H	L
539798	OK	FLINT	5257	V
539800	OK	COMMERCE	409F	V
539811	OK	XXXXXXXXXX	MULT	L
539812	OK	TULSA	235C	L
539819	OK	BARON	5257	V
539832	OK	TULSA	318J	V
539837	OK	AGRA	516J	L
539842	OK	JENKS	965H	L
539866	OK	OILTON	145J	L
539867	OK	TULSA	939H	V
539877	OK	HARTSHORNE	145J	L
539888	OK	TULSA	409F	V
539895	OK	TULSA	506J	V
539899	OK	STUART	5257	V
539900	OK	TULSA	145J	L
539901	OK	TULSA	624H	V
539910	OK	TULSA	409F	V
539911	OK	XXXXXXXXXX	MULT	L
539937	OK	VINITA	516J	L
539946	OK	FORAKER	965H	L
539950	OK			L
539955	OK	SOUTHELGIN	622J	L
539958	OK			L
539959	OK			L
539967	OK	BROKENARRW	516J	L
539976	OK			L
539995	OK	MCALESTER	409F	V
539999	OK	TULSA	409F	V
540200	VA	BLACKSBURG	8825	V
540201	VA	ROANOKE	6630	L
540202	VA	THE PLAINS	138E	V
540203	VA	CHANCELLOR	138E	V
540204	VA	ROANOKE	7229	L
540205	VA	MINERAL	5562	W
540206	VA	ROANOKE	9213	L
540207	VA	FREDECKSBG	4036	W
540208	VA	HARRISONBG	079F	V
540209	VA	HARRISONBG	7238	L
540210	VA	CALVERTON	138E	V
540211	VA	XXXXXXXXXX	MULT	L
540212	VA	CULPEPER	4036	W
540213	VA	STAUNTON	079F	V
540214	VA	HARRISONBG	4979	L
540215	VA	BROADWAY	138E	V
540216	VA	WARRENTON	6827	W
540217	VA	HARRISONBG	318J	V
540218	VA	SHENANDOAH	5832	L
540219	VA	CULPEPER	4036	W
540220	VA	FREDECKSBG	6827	W
540221	VA	WAYNESBORO	0226	L
540222	VA	CULPEPER	4036	W
540223	VA	LOUISA	6827	W
540224	VA	ROANOKE	9213	L
540225	VA	STANLEY	318J	V
540226	VA	FREDECKSBG	6827	W
540227	VA	WASHINGTON	8825	V
540228	VA	NATURALBDG	8825	V
540229	VA	CULPEPER	4036	W
540230	VA	RADFORD	6827	W
540231	VA	BLACKSBURG	8825	V
540232	VA	BLACKSBURG	8825	V
540233	VA	WOODSTOCK	4036	W
540234	VA	WEYERSCAVE	0233	L
540235	VA	PEARISBURG	7229	L
540236	VA	HARRISONBG	8825	V
540237	VA	BRIDGEWTR	318J	V
540238	VA	ROCKYMOUNT	6855	W
540239	VA	RADFORD	6827	W
540240	VA	ROANOKE	965H	L
540241	VA	WAYNESBORO	5562	W
540242	VA	STAFFORD	8825	V
540243	VA	ROCKYMOUNT	6855	W
540244	VA	LURAY	5562	W
540245	VA	STAUNTON	9213	L
540246	VA	HARRISONBG	4036	W
540247	VA	WINCHESTER	4036	W
540248	VA	STAUNTON	9213	L
540249	VA	GROTTOES	0233	L
540250	VA	RADFORD	6827	W
540251	VA	CHRISTISBG	6855	W
540252	VA	FRONTROYAL	6855	W
540253	VA	THE PLAINS	9213	L
540254	VA	BUCHANAN	9213	L
540255	VA	STAUNTON	4036	W
540256	VA	WAYNESBORO	4036	W
540257	VA	CHRISTISBG	6855	W
540258	VA	GLASGOW	0254	L
540259	VA	MINERAL	6827	W
540260	VA	CHRISTISBG	6855	W
540261	VA	BUENAVISTA	0254	L
540262	VA	CULPEPER	9213	L
540263	VA	ROCKYMOUNT	6855	W
540264	VA	BUENAVISTA	0254	L
540265	VA	ROANOKE	9213	L
540266	VA	ROANOKE	7421	L
540267	VA	RADFORD	6827	W
540268	VA	SHAWSVILLE	9213	L
540269	VA	KEEZLETOWN	0233	L
540270	VA	WARRENTON	6827	W
540271	VA	HARRISONBG	5562	W
540272	VA	WARRENTON	6827	W
540273	VA	FREDECKSBG	6827	W
540274	VA	PULASKI	138E	V
540275	VA	MOUNTSOLON	490J	W
540276	VA	BEDFORD	6855	W
540277	VA	BERRYVILLE	7229	L
540278	VA	ROANOKE	829J	L
540279	VA	MOUNTANGRV	0238	L
540280	VA	STAUNTON	6827	W
540281	VA	BLUEMONT	5832	L
540282	VA	HARRISONBG	4644	V
540283	VA	ROANOKE	8825	V
540284	VA	DAHLGREN	0233	L
540285	VA	BALLARD	6827	W
540286	VA	HARTWOOD	9213	L
540287	VA	FREDECKSBG	6855	W
540288	VA	STAFFORD	0233	L
540289	VA	MCGAHEYSVL	0233	L
540290	VA	STAUNTON	6827	W
540291	VA	NATURALBDG	0254	L
540292	VA	STAUNTON	6827	W
540293	VA	ROANOKE	6855	W
540294	VA	STAUNTON	5562	W
540295	VA	FREDECKSBG	6855	W
540296	VA	STONE MT	9213	L
540297	VA	STONE MT	9213	L
540298	VA	ELKTON	0233	L
540299	VA	CHRISTISBG	965H	L
540300	VA	STAFFORD	4036	W
540301	VA	ROANOKE	8825	V
540302	VA	SALEM	8825	V
540303	VA	WINCHESTER	4036	W
540304	VA	REMINGTON	138E	V
540305	VA	FRONTROYAL	4036	W
540306	VA	BOYCE	5832	L
540307	VA	DUBLIN	8825	V
540308	VA	ORANGE	6827	W
540309	VA	ROANOKE	6283	W
540310	VA	FREDECKSBG	9213	L
540311	VA	XXXXXXXXXX	MULT	L
540312	VA	ROANOKE	6283	W
540313	VA	WINCHESTER	6855	W
540314	VA	ROANOKE	4036	W
540315	VA	BLACKSBURG	6827	W
540316	VA	WARRENTON	5562	W
540317	VA	CULPEPER	829J	L
540318	VA	STAFFORD	829J	L
540319	VA	LEXINGTON	4036	W
540320	VA	RADFORD	6283	W
540321	VA	CULPEPER	6827	W
540322	VA	FREDECKSBG	5832	L
540323	VA	WINCHESTER	5562	W
540324	VA	STAUNTON	9213	L
540325	VA	EDINBURG	6855	W
540326	VA	MIDDLEBURG	7229	L
540327	VA	WINCHESTER	6855	W
540328	VA	STONE MT	079F	V
540329	VA	GLASGOW	7229	L
540330	VA	ROANOKE	6283	W
540331	VA	EDINBURG	0250	L
540332	VA	STAUNTON	9213	L
540333	VA	EDINBURG	6827	W
540334	VA	BOONESMILL	0254	L
540335	VA	EDINBURG	6855	W
540336	VA	WINCHESTER	6827	W
540337	VA	STAUNTON	9213	L
540338	VA	MT GILEAD	9213	L
540339	VA	ROANOKE	6283	W
540340	VA	WARRENTON	138E	V
540341	VA	WARRENTON	9213	L
540342	VA	ROANOKE	9213	L
540343	VA	ROANOKE	9213	L
540344	VA	ROANOKE	9213	L
540345	VA	ROANOKE	9213	L
540346	VA	FERRUM	8825	V
540347	VA	WARRENTON	9213	L
540348	VA	BROWNSBURG	0254	L
540349	VA	WARRENTON	9213	L
540350	VA	MOUNTSOLON	0236	L
540351	VA	WARRENTON	9213	L
540352	VA	ROCKYMOUNT	8825	V
540353	VA	ROANOKE	4036	W
540354	VA	ROANOKE	4036	W
540355	VA	ROANOKE	4036	W
540356	VA	HARTWOOD	318J	V
540357	VA	CHRISTISBG	6283	W
540358	VA	NARROWS	612K	L
540359	VA	WARRENTON	6827	W
540360	VA	ORANGE	8825	V
540361	VA	FREDECKSBG	9213	L
540362	VA	ROANOKE	9213	L
540363	VA	NEW HOPE	0239	L
540364	VA	MARSHALL	9213	L
540365	VA	FERRUM	0254	L
540366	VA	ROANOKE	9213	L
540367	VA	FERRUM	0254	L
540368	VA	FREDECKSBG	9213	L
540369	VA	FREDECKSBG	4644	V
540370	VA	FREDECKSBG	9213	L
540371	VA	FREDECKSBG	9213	L
540372	VA	FREDECKSBG	9213	L
540373	VA	FREDECKSBG	9213	L
540374	VA	FREDECKSBG	9213	L
540375	VA	SALEM	9213	L
540376	VA	FREDECKSBG	4644	V
540377	VA	RAPHINE	0233	L
540378	VA	SALEM	9213	L
540379	VA	FREDECKSBG	5562	W
540380	VA	SALEM	9213	L
540381	VA	CHRISTISBG	9213	L
540382	VA	CHRISTISBG	9213	L
540383	VA	HARRISONBG	6855	W
540384	VA	SALEM	9213	L
540385	VA	CHRISTISBG	6855	W
540386	VA	HARTWOOD	275G	V
540387	VA	SALEM	9213	L
540388	VA	CHANCELLOR	318J	V
540389	VA	SALEM	9213	L
540390	VA	HARTWOOD	079F	V
540391	VA	CHRISTISBG	6283	W
540392	VA	CHRISTISBG	6283	W
540393	VA	ROCKYMOUNT	508J	L
540394	VA	CHRISTISBG	9213	L
540395	VA	ORANGE	5832	L
540396	VA	MCDOWELL	0238	L
540397	VA	ROANOKE	6855	W
540398	VA	WINCHESTER	5562	W
540399	VA	CULPEPER	9213	L
540400	VA	ROANOKE	318J	V
540401	VA	BERRYVILLE	275G	V
540402	VA	REMINGTON	7229	L
540403	VA	CULPEPER	726H	L
540404	VA	SALEM	318J	V
540405	VA	ELKTON	4036	W
540406	VA	GORDONSVL	4036	W
540407	VA	MADISON	4036	W
540408	VA	FREDECKSBG	5562	W
540409	VA	WINCHESTER	4036	W
540410	VA	STONE MT	138E	V
540411	VA	XXXXXXXXXX	MULT	L
540412	VA	CHANCELLOR	8825	V
540413	VA	DAHLGREN	4036	W
540414	VA	STAUNTON	6827	W
540415	VA	WAYNESBORO	6855	W
540416	VA	STAUNTON	8825	V
540417	VA	MCGAHEYSVL	138E	V
540418	VA	BLACKSBURG	079F	V
540419	VA	FREDECKSBG	6827	W
540420	VA	ROCKYMOUNT	6827	W
540421	VA	HARRISONBG	6827	W
540422	VA	WARRENTON	6827	W
540423	VA	CULPEPER	9213	L
540424	VA	FREDECKSBG	4036	W
540425	VA	BEDFORD	4036	W
540426	VA	STAFFORD	4036	W
540427	VA	ROANOKE	9213	L
540428	VA	WARRENTON	9213	L
540429	VA	FREDECKSBG	6855	W
540430	VA	STAUNTON	6827	W
540431	VA	WINCHESTER	6827	W
540432	VA	HARRISONBG	0233	L
540433	VA	HARRISONBG	0233	L
540434	VA	HARRISONBG	0233	L
540435	VA	HARRISONBG	6855	W
540436	VA	TOMS BROOK	0250	L
540437	VA	HARRISONBG	079F	V
540438	VA	HARRISONBG	0233	L
540439	VA	REMINGTON	9213	L
540440	VA	PULASKI	6855	W
540441	VA	MT GILEAD	829J	L
540442	VA	HARRISONBG	0233	L
540443	VA	BLACKSBURG	079F	V
540444	VA	SALEM	079F	V
540445	VA	CULPEPER	079F	V
540446	VA	STAFFORD	5562	W
540447	VA	WAYNESBORO	6827	W
540448	VA	STAUNTON	6855	W
540449	VA	CHRISTISBG	4036	W
540450	VA	WINCHESTER	079F	V
540451	VA	WAYNESBORO	6855	W
540452	VA	LURAY	5832	L
540453	VA	WEYERSCAVE	138E	V
540454	VA	MIDDLEBURG	4036	W
540455	VA	FREDECKSBG	6855	W
540456	VA	GREENWOOD	9213	L
540457	VA	STAUNTON	6855	W
540458	VA	LEXINGTON	079F	V
540459	VA	WOODSTOCK	0250	L
540460	VA	LEXINGTON	6827	W
540461	VA	LEXINGTON	5562	W
540462	VA	LEXINGTON	0254	L
540463	VA	LEXINGTON	0254	L
540464	VA	LEXINGTON	0254	L
540465	VA	STRASBURG	0250	L
540466	VA	STAUNTON	6855	W
540467	VA	ROANOKE	6855	W
540468	VA	MONTEREY	0237	L
540469	VA	DAHLGREN	0233	L
540470	VA	WAYNESBORO	506J	V
540471	VA	WAYNESBORO	6827	W
540472	VA	BROKENBURG	5832	L
540473	VA	FINCASTLE	0249	L
540474	VA	BLUE GRASS	0237	L
540475	VA	NARROWS	425J	W
540476	VA	HARRISONBG	5562	W
540477	VA	MT JACKSON	0250	L
540478	VA	HARRISONBG	5562	W
540479	VA	FREDECKSBG	318J	V
540480	VA	STAUNTON	6827	W
540481	VA	EDINBURG	5562	W
540482	VA	ROCKYMOUNT	0254	L
540483	VA	ROCKYMOUNT	0254	L
540484	VA	ROCKYMOUNT	0254	L
540485	VA	CULPEPER	508J	L
540486	VA	WINCHESTER	6827	W
540487	VA	STAUNTON	6827	W
540488	VA	ROCKYMOUNT	6283	W
540489	VA	ROCKYMOUNT	0254	L
540490	VA	STAUNTON	6827	W
540491	VA	ROANOKE	8825	V
540492	VA	ROANOKE	6827	W
540493	VA	ROCKYMOUNT	6283	W
540494	VA	ROANOKE	4644	V
540495	VA	CALVERTON	079F	V
540496	VA	CULPEPER	275G	V
540497	VA	CULPEPER	6855	W
540498	VA	FREDECKSBG	6827	W
540499	VA	MILL GAP	0237	L
540500	VA	LOUISA	5832	L
540501	VA	CRIGLERSVL	5832	L
540502	VA	GAINESBORO	5832	L
540503	VA	GORE	5832	L
540504	VA	WINCHESTER	8825	V
540505	VA	RADFORD	6855	W
540506	VA	MARSHALL	5832	L
540507	VA	SPOTSYLVAN	9213	L
540508	VA	STEPHENSCY	318J	V
540509	VA	PULASKI	079F	V
540510	VA	ROANOKE	9213	L
540511	VA	XXXXXXXXXX	MULT	L
540512	VA	ROANOKE	9213	L
540513	VA	ORANGE	5832	L
540514	VA	WINCHESTER	6855	W
540515	VA	BRIDGEWTR	138E	V
540516	VA	SHENANDHPK	5832	L
540517	VA	SPERRYVL	5832	L
540518	VA	DUBLIN	8825	V
540519	VA	ROANOKE	6855	W
540520	VA	ROANOKE	6827	W
540521	VA	ROANOKE	6827	W
540522	VA	CULPEPER	6855	W
540523	VA	ROANOKE	829J	L
540524	VA	ROANOKE	6827	W
540525	VA	ROANOKE	6827	W
540526	VA	ROANOKE	8825	V
540527	VA	ROANOKE	8825	V
540528	VA	THE PLAINS	5832	L
540529	VA	ROANOKE	6827	W
540530	VA	UPPERVILLE	5832	L
540531	VA	MCCLUNG	8825	V
540532	VA	WINCHESTER	4036	W
540533	VA	WINCHESTER	4036	W
540534	VA	HARRISONBG	138E	V
540535	VA	WINCHESTER	9213	L
540536	VA	WINCHESTER	9213	L
540537	VA	ROANOKE	6855	W
540538	VA	FREDECKSBG	4036	W
540539	VA	WINCHESTER	4036	W
540540	VA	GLASGOW	624H	V
540541	VA	ROANOKE	624H	V
540542	VA	WINCHESTER	9213	L
540543	VA	MADISON	9213	L
540544	VA	NEWPORT	0243	L
540545	VA	WINCHESTER	9213	L
540546	VA	WINCHESTER	138E	V
540547	VA	CULPEPER	9213	L
540548	VA	CHANCELLOR	0233	L
540549	VA	MILL GAP	8825	V
540550	VA	WINCHESTER	4036	W
540551	VA	FRONTROYAL	0254	L
540552	VA	BLACKSBURG	9213	L
540553	VA	BLACKSBURG	9213	L
540554	VA	BLUEMONT	9213	L
540555	VA	DIR ASST	MULT	L
540556	VA	ROANOKE	4036	W
540557	VA	BLACKSBURG	9213	L
540558	VA	BLACKSBURG	9213	L
540559	VA	CROWSHMTIT	127G	L
540560	VA	HARRISONBG	6855	W
540561	VA	ROANOKE	9213	L
540562	VA	ROANOKE	9213	L
540563	VA	ROANOKE	9213	L
540564	VA	HARRISONBG	0233	L
540565	VA	UNION HALL	4979	L
540566	VA	ROANOKE	197D	V
540567	VA	ORISKANY	0249	L
540568	VA	HARRISONBG	0233	L
540569	VA	STAUNTON	6855	W
540570	VA	BUENAVISTA	6283	W
540571	VA	FREDECKSBG	6827	W
540572	VA	BUENAVISTA	6283	W
540573	VA	PULASKI	4644	V
540574	VA	HARRISONBG	0233	L
540575	VA	HARRISONBG	425J	W
540576	VA	UNION HALL	0254	L
540577	VA	RADFORD	4036	W
540578	VA	HARRISONBG	5562	W
540579	VA	CATOCTIN	8825	V
540580	VA	ROANOKE	6283	W
540581	VA	ROANOKE	9213	L
540582	VA	SPOTSYLVAN	9213	L
540583	VA	BEDFORD	6855	W
540584	VA	GROTTOES	079F	V
540585	VA	CHRISTISBG	8825	V
540586	VA	BEDFORD	9213	L
540587	VA	BEDFORD	9213	L
540588	VA	ROANOKE	6827	W
540589	VA	ROANOKE	6827	W
540590	VA	ROCKYMOUNT	138E	V
540591	VA	TROUTVILLE	0249	L
540592	VA	UPPERVILLE	9213	L
540593	VA	BALLARD	0225	L
540594	VA	MINERAL	275G	V
540595	VA	ROANOKE	275G	V
540596	VA	NEW CASTLE	3029	L
540597	VA	ROANOKE	829J	L
540598	VA	ROANOKE	6283	W
540599	VA	PEARISBURG	6283	W
